is	$-is
the	$-the
movie	$-movie
looper	B-movie.name

what	$-what
genre	$-genre
is	$-is
rambo	B-movie.name

what	$-what
genre	$-genre
is	$-is
the	$-the
jaws	B-movie.name
movies	O

can	O
you	O
tell	O
me	$-me
the	$-the
genre	$-genre
for	$-for
1000	B-movie.name
words	I-movie.name

i	O
am	O
interested	O
in	$-in
the	$-the
genre	$-genre
for	$-for
1000	B-movie.name
words	I-movie.name

what	O
type	$-type
of	$-of
movie	$-movie
is	$-is
parenthood	B-movie.name

give	O
me	O
the	O
genre	$-genre
of	$-of
the	$-the
movie	$-movie
lawless	B-movie.name

what	O
genre	$-genre
is	$-is
the	$-the
movie	$-movie
lawless	B-movie.name

what	O
is	O
the	O
genre	$-genre
of	$-of
the	$-the
movie	$-movie
lawless	B-movie.name

what	O
genre	$-genre
is	$-is
the	$-the
movie	$-movie
in	B-movie.name
july	I-movie.name

genre	$-genre
for	$-for
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

how	O
is	O
the	O
movie	O
classified	O

what	O
genre	O
is	O
the	O
movie	O

what	O
is	O
the	O
movie	O
category	O

how	O
would	O
you	O
describe	O
the	O
movie	O

type	O
of	O
movie	O

what	O
is	O
the	O
classification	O
of	O
movie	O

what	O
is	O
the	O
genre	O
for	O
movie	O

what	O
is	O
the	O
movie	O
genre	O

what	O
kind	O
of	O
movie	O

what	O
type	O
of	O
movie	O
is	O
this	O

i	O
would	O
like	O
look	$-look
up	$-up
the	$-the
genre	$-genre
step	B-movie.name
up	I-movie.name
is	$-is
in	$-in

search	$-search
for	$-for
the	$-the
genre	$-genre
step	B-movie.name
up	I-movie.name
in	$-in

what	$-what
genre	$-genre
is	$-is
step	B-movie.name
up	I-movie.name
in	$-in

what	$-what
genre	$-genre
is	$-is
calendar	B-movie.name
girls	I-movie.name
in	$-in

what	O
is	$-is
the	$-the
genre	$-genre
for	$-for
the	B-movie.name
patriot	I-movie.name

what	$-what
genre	$-genre
is	$-is
network	B-movie.name
in	O

find	O
out	O
the	O
genre	$-genre
for	$-for
the	$-the
movie	$-movie
rebel	B-movie.name

genre	$-genre
for	$-for
the	B-movie.name
avengers	I-movie.name

can	O
you	O
tell	O
me	O
what	$-what
genre	$-genre
the	$-the
movie	$-movie
avatar	B-movie.name
falls	O
in	O

i	O
need	O
to	O
know	O
the	O
genre	$-genre
of	$-of
the	$-the
movie	$-movie
avatar	B-movie.name

show	O
me	O
the	O
genre	$-genre
of	$-of
the	$-the
movie	$-movie
avatar	B-movie.name

what	$-what
genre	$-genre
is	$-is
superman	B-movie.name

pretty	B-movie.name
girl	I-movie.name
movie	$-movie
genre	$-genre

pretty	B-movie.name
girl	I-movie.name
what	$-what
is	$-is
the	$-the
movie	$-movie
's	O
genre	O

what	$-what
genre	$-genre
is	$-is
pretty	B-movie.name
girl	I-movie.name

what	O
genre	$-genre
is	$-is
the	$-the
movie	$-movie
pretty	B-movie.name
girl	I-movie.name

find	O
out	O
what	$-what
kind	$-kind
of	$-of
movie	$-movie
grease	B-movie.name
is	O

i	O
d	O
like	O
to	O
know	O
the	O
genre	$-genre
of	$-of
the	$-the
film	$-film
grease	B-movie.name

i	O
would	O
like	O
to	O
know	$-know
the	$-the
genre	$-genre
of	$-of
grease	B-movie.name

what	O
kind	$-kind
of	$-of
movie	$-movie
is	$-is
grease	B-movie.name

find	O
out	O
the	O
genre	$-genre
for	$-for
the	$-the
movie	$-movie
annamayya	B-movie.name

what	$-what
movie	$-movie
category	$-category
is	$-is
friday	B-movie.name
the	I-movie.name
13th	I-movie.name

tell	$-tell
me	$-me
what	$-what
genre	$-genre
the	B-movie.name
tommyknockers	I-movie.name
is	$-is

what	$-what
genre	$-genre
is	$-is
the	B-movie.name
hangover	I-movie.name

what	$-what
catergory	$-catergory
is	$-is
ted	B-movie.name
in	O

what	$-what
genre	$-genre
is	$-is
ted	B-movie.name
considered	O

what	O
type	$-type
of	$-of
movie	$-movie
is	$-is
ted	B-movie.name
considered	O
to	O
be	O

genre	$-genre
for	$-for
while	B-movie.name
you	I-movie.name
were	I-movie.name
sleeping	I-movie.name

what	$-what
genre	$-genre
is	$-is
finding	B-movie.name
nemo	I-movie.name

which	O
language	O
is	O
used	O
in	O
the	O
movie	O

language	$-language
of	$-of
sound	B-movie.name
of	I-movie.name
music	I-movie.name

what	O
language	O
is	O
this	O
film	O

what	O
are	O
the	O
different	O
languages	O
this	O
movie	O
come	O
in	O

what	O
foreign	O
language	O
is	O
spoken	O
in	O
movie	O

what	O
language	O
is	O
movie	O
in	O

what	O
language	O
is	O
the	O
movie	O
in	O

what	O
language	O
is	O
the	O
movie	O
in	O

language	$-language
of	$-of
anna	B-movie.name
karinia	I-movie.name

language	$-language
of	$-of
godzilla	B-movie.name
movie	O

language	$-language
of	$-of
hamlet	B-movie.name

can	O
you	O
tell	O
me	O
the	O
language	$-language
of	$-of
the	$-the
movie	$-movie
hero	B-movie.name

i	O
need	O
to	O
know	O
what	O
is	O
the	O
language	$-language
of	$-of
the	$-the
movie	$-movie
hero	B-movie.name

tell	O
me	O
what	O
is	O
the	O
language	$-language
of	$-of
the	$-the
movie	$-movie
hero	B-movie.name

language	$-language
of	$-of
bullhead	B-movie.name

what	$-what
language	$-language
is	$-is
shindler	B-movie.name
's	I-movie.name
list	I-movie.name
in	$-in

what	O
language	O
did	O
the	$-the
characters	$-characters
speak	$-speak
in	$-in
black	B-movie.name
swan	I-movie.name

what	$-what
language	$-language
is	$-is
black	B-movie.name
swan	I-movie.name

please	$-please
find	$-find
what	$-what
language	$-language
the	B-movie.name
chaser	I-movie.name
is	$-is
in	$-in

what	$-what
language	$-language
is	$-is
the	B-movie.name
chaser	I-movie.name
in	$-in

look	$-look
up	$-up
what	$-what
language	$-language
the	B-movie.name
chaser	I-movie.name
is	$-is
in	$-in

ondskan	B-movie.name
's	O
language	O

what	$-what
language	$-language
is	$-is
la	$-la
havre	B-movie.name
in	O

what	O
foreign	O
language	$-language
is	$-is
the	$-the
movie	$-movie
belle	B-movie.name
available	O
to	O
view	O
in	O

what	O
language	O
can	O
i	$-i
watch	$-watch
the	$-the
movie	$-movie
the	B-movie.name
professional	I-movie.name

what	$-what
language	$-language
is	$-is
the	B-movie.name
professional	I-movie.name
in	$-in

how	O
do	O
they	O
speak	$-speak
in	$-in
the	$-the
movie	$-movie
the	B-movie.name
professional	I-movie.name

what	O
language	$-language
is	$-is
spoken	$-spoken
in	$-in
indochine	B-movie.name

language	$-language
of	$-of
the	$-the
film	$-film
revanche	B-movie.name

what	$-what
language	$-language
was	$-was
aguirre	B-movie.name
wrath	I-movie.name
of	I-movie.name
god	I-movie.name
in	$-in

what	$-what
language	$-language
is	$-is
passion	B-movie.name
of	I-movie.name
the	I-movie.name
christ	I-movie.name
in	$-in

i	O
want	O
to	O
know	O
in	$-in
what	$-what
language	$-language
was	$-was
ju	B-movie.name
on	I-movie.name
filmed	$-filmed

i	O
want	O
to	O
know	O
the	$-the
original	$-original
language	$-language
of	$-of
ju	B-movie.name
on	I-movie.name

tell	O
me	$-me
the	$-the
language	$-language
of	$-of
ju	B-movie.name
on	I-movie.name

what	$-what
language	$-language
is	$-is
ju	B-movie.name
on	I-movie.name
on	$-on

what	O
language	$-language
is	$-is
the	$-the
movie	$-movie
elling	B-movie.name
in	O

language	$-language
of	$-of
a	B-movie.name
separation	I-movie.name

what	O
s	$-s
the	$-the
language	$-language
of	$-of
moscow	B-movie.name
does	I-movie.name
not	I-movie.name
believe	I-movie.name
in	I-movie.name
tears	I-movie.name

what	O
is	O
the	O
language	$-language
of	$-of
the	$-the
movie	$-movie
aankhen	B-movie.name

can	O
you	O
tell	O
me	O
the	O
language	$-language
of	$-of
the	$-the
movie	$-movie
aankhen	B-movie.name

what	O
are	O
the	O
names	O
of	$-of
films	$-films
produced	$-produced
by	$-by
steven	B-producer.name
spielberg	I-producer.name

can	O
you	O
tell	O
me	O
names	O
of	O
some	$-some
movies	$-movies
by	$-by
director	$-director
martin	B-director.name
scorsese	I-director.name

find	O
movie	O
titles	O

what	O
are	O
the	O
names	O
of	O
movies	$-movies
made	$-made
in	$-in
the	$-the
united	B-country.name
states	I-country.name

i	O
would	O
like	O
to	O
know	O
the	O
names	O
of	O
all	O
the	O
movies	O
which	O
have	$-have
been	$-been
directed	$-directed
by	$-by
james	B-director.name
cameron	I-director.name

what	O
are	O
the	O
titles	O
of	O
all	$-all
the	$-the
movies	$-movies
that	$-that
george	B-producer.name
lucas	I-producer.name
produced	$-produced

names	$-names
of	$-of
romantic	B-movie.genre
indian	B-movie.language
films	O

can	O
you	O
show	O
me	$-me
names	$-names
of	$-of
some	$-some
indian	B-movie.language
romantic	B-movie.genre
movies	O

i	O
would	O
like	O
to	O
know	$-know
names	$-names
of	$-of
some	$-some
indian	B-movie.language
movies	O

japanese	B-movie.language
movie	O
titles	O

can	O
you	O
give	O
me	O
names	O
of	$-of
some	$-some
movies	$-movies
having	$-having
pg	B-rating.name
thirteen	I-rating.name
rating	$-rating

i	O
would	O
like	O
to	O
get	O
names	O
of	$-of
some	$-some
movies	$-movies
with	$-with
pg	B-rating.name
thirteen	I-rating.name
rating	$-rating

show	O
me	$-me
names	$-names
of	$-of
some	$-some
romantic	B-movie.genre
movies	$-movies
having	$-having
a	$-a
pg	B-rating.name
thirteen	I-rating.name
rating	$-rating

what	O
are	O
the	O
names	$-names
of	$-of
movies	$-movies
with	$-with
zombies	B-movie.subject
in	O
them	O

i	O
need	O
to	O
know	O
the	O
names	O
of	O
all	O
the	$-the
movies	$-movies
produced	$-produced
by	$-by
william	B-producer.name
packer	I-producer.name

stephen	B-director.name
king	I-director.name
directed	$-directed
what	$-what
movie	$-movie

what	$-what
movies	$-movies
did	$-did
stephen	B-director.name
king	I-director.name
direct	$-direct

watch	$-watch
the	$-the
last	$-last
james	B-director.name
cameron	I-director.name
movie	$-movie

find	O
movies	O
by	O
release	O
date	O

show	O
movie	O
ratings	O

movie	O
ratings	O

richard	B-producer.name
lester	I-producer.name
produced	$-produced
what	$-what
other	$-other
movies	$-movies

show	$-show
me	$-me
westerns	B-movie.genre

was	$-was
kevin	B-actor.name
bacon	I-actor.name
in	$-in
apollo	B-movie.name
thirteen	I-movie.name

i	O
need	$-need
movie	$-movie
information	$-information
for	$-for
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
movie	$-movie
page	$-page

i	O
want	O
to	O
know	O
more	$-more
about	$-about
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

i	O
would	O
like	O
info	$-info
on	$-on
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

please	O
show	O
me	O
info	$-info
on	$-on
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

search	$-search
for	$-for
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

what	O
are	O
the	O
particulars	$-particulars
for	$-for
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

can	O
i	O
see	O
more	$-more
info	$-info
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

can	O
you	O
show	O
me	O
info	$-info
on	$-on
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
please	$-please

display	O
information	$-information
for	$-for
the	$-the
movie	$-movie
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

find	$-find
movies	$-movies
about	$-about
dancing	B-movie.subject

i	O
want	O
to	O
look	$-look
up	$-up
movies	$-movies
about	$-about
dancing	B-movie.subject

look	$-look
up	$-up
movies	$-movies
about	$-about
dancing	B-movie.subject

search	$-search
for	$-for
movies	$-movies
about	$-about
dancing	B-movie.subject

give	O
me	$-me
a	$-a
list	$-list
of	$-of
will	B-actor.name
ferrell	I-actor.name
films	$-films

i	O
want	O
to	$-to
see	$-see
any	$-any
movies	$-movies
will	B-actor.name
ferrell	I-actor.name
has	$-has
been	$-been
in	$-in

i	O
would	$-would
like	$-like
to	$-to
see	$-see
will	B-actor.name
ferrell	I-actor.name
movies	$-movies

list	$-list
will	B-actor.name
ferrell	I-actor.name
films	$-films

movies	$-movies
will	B-actor.name
ferrell	I-actor.name
played	$-played
in	$-in

what	$-what
are	$-are
some	$-some
films	$-films
will	B-actor.name
ferrell	I-actor.name
starred	$-starred
in	$-in

what	$-what
movies	$-movies
has	$-has
will	B-actor.name
ferrell	I-actor.name
been	$-been
in	$-in

what	$-what
movies	$-movies
is	$-is
will	B-actor.name
ferrell	I-actor.name
in	$-in

will	B-actor.name
ferrell	I-actor.name
films	$-films

will	B-actor.name
ferrell	I-actor.name
movies	$-movies

will	B-actor.name
ferrell	I-actor.name
movies	$-movies

will	B-actor.name
ferell	I-actor.name
videos	$-videos

i	O
want	O
to	$-to
see	$-see
videos	$-videos
of	$-of
will	B-actor.name
ferrell	I-actor.name

all	$-all
videos	$-videos
of	$-of
will	B-actor.name
ferrell	I-actor.name

can	O
you	O
find	$-find
me	$-me
movies	$-movies
in	$-in
russian	B-movie.language

where	O
can	O
i	$-i
find	$-find
movies	$-movies
in	$-in
russian	B-movie.language

find	$-find
russian	B-movie.language
movies	O

find	$-find
russian	B-movie.language
movies	O

search	$-search
for	$-for
russian	B-movie.language
movies	O

show	$-show
me	$-me
movies	$-movies
from	$-from
poland	B-country.name

i	O
would	O
like	$-like
to	$-to
see	$-see
a	$-a
polish	B-movie.language
language	I-movie.language
film	$-film

i	O
am	O
interested	O
in	O
watching	$-watching
a	$-a
movie	$-movie
in	$-in
polish	B-movie.language

i	O
want	$-want
to	$-to
see	$-see
a	$-a
polish	B-movie.language
movie	O

list	$-list
some	$-some
funny	B-movie.genre
russian	B-movie.language
movies	O

i	O
am	O
looking	O
for	O
the	O
information	$-information
on	$-on
the	$-the
movie	$-movie
pretty	B-movie.name
women	I-movie.name

list	$-list
of	$-of
barry	B-director.name
sonnenfeld	I-director.name
films	$-films

find	$-find
martin	B-director.name
scorsese	I-director.name
films	$-films

i	O
want	O
to	O
see	O
a	O
movie	O
which	$-which
was	$-was
directed	$-directed
by	$-by
scorsese	B-director.name

show	O
all	$-all
movies	$-movies
directed	$-directed
by	$-by
martin	B-director.name
scorcese	I-director.name

movies	$-movies
with	$-with
meg	B-actor.name
ryan	I-actor.name

gross	O
earnings	O
for	O
movies	O

i	O
want	O
to	O
watch	$-watch
movies	$-movies
directed	$-directed
by	$-by
jackie	B-director.name
chan	I-director.name

star	B-movie.name
wars	I-movie.name

what	O
are	$-are
the	$-the
plots	$-plots
of	$-of
hotel	B-movie.name
rwanda	I-movie.name

tim	B-director.name
burton	I-director.name
movies	$-movies

bings	$-bings
movie	$-movie
page	$-page
finding	B-movie.name
nemo	I-movie.name

display	$-display
information	$-information
for	$-for
film	$-film
finding	B-movie.name
nemo	I-movie.name

finding	B-movie.name
nemo	I-movie.name
movie	$-movie
shortcut	$-shortcut

whats	O
some	O
details	$-details
for	$-for
the	$-the
movie	$-movie
finding	B-movie.name
nemo	I-movie.name

show	O
all	$-all
details	$-details
of	$-of
original	$-original
finding	B-movie.name
nemo	I-movie.name
movie	$-movie

get	$-get
details	$-details
of	$-of
original	$-original
finding	B-movie.name
nemo	I-movie.name
movie	$-movie

finding	B-movie.name
nemo	I-movie.name
movie	$-movie
page	$-page

find	$-find
movie	$-movie
finding	B-movie.name
nemo	I-movie.name

display	O
all	$-all
details	$-details
of	$-of
original	$-original
finding	B-movie.name
nemo	I-movie.name
movie	$-movie

find	O
all	$-all
details	$-details
of	$-of
original	$-original
finding	B-movie.name
nemo	I-movie.name
movie	$-movie

what	$-what
has	$-has
andrew	B-director.name
stanton	I-director.name
directed	$-directed

what	$-what
movies	$-movies
has	$-has
andrew	B-director.name
stanton	I-director.name
directed	$-directed

what	$-what
did	$-did
lee	B-director.name
unkrich	I-director.name
direct	$-direct

i	O
would	O
like	O
to	O
see	$-see
a	$-a
movie	$-movie
with	$-with
albert	B-actor.name
brooks	I-actor.name
in	$-in
it	$-it

find	O
me	$-me
films	$-films
produced	$-produced
by	$-by
drew	B-producer.name
barrymore	I-producer.name

what	$-what
movies	$-movies
that	$-that
clint	B-director.name
eastwood	I-director.name
starred	$-starred
in	$-in
did	$-did
he	$-he
also	O
direct	O

what	$-what
movies	$-movies
did	$-did
clint	B-director.name
eastwood	I-director.name
direct	$-direct
and	$-and
star	$-star
in	$-in

i	O
want	O
to	O
watch	$-watch
a	$-a
movie	$-movie
by	$-by
sergio	B-director.name
leone	I-director.name

show	$-show
sergio	B-director.name
leone	I-director.name
's	$-'s
movies	$-movies

show	O
me	$-me
movies	$-movies
directed	$-directed
by	$-by
sergio	B-director.name
leone	I-director.name

movies	O
that	O
have	$-have
been	$-been
directed	$-directed
by	$-by
tony	B-director.name
scott	I-director.name

show	$-show
me	$-me
movies	$-movies
from	$-from
brazil	B-country.name

show	$-show
me	$-me
horror	B-movie.genre
movie	O
earnings	O

movies	$-movies
with	$-with
harrison	B-actor.name
ford	I-actor.name

show	O
me	$-me
only	$-only
movies	$-movies
with	$-with
harrison	B-actor.name
ford	I-actor.name

name	$-name
the	$-the
movies	$-movies
clive	B-actor.name
owen	I-actor.name
has	$-has
been	$-been
in	$-in

what	$-what
movies	$-movies
has	$-has
clive	B-actor.name
owen	I-actor.name
been	$-been
in	$-in

what	$-what
movies	$-movies
has	$-has
clive	B-actor.name
owen	I-actor.name
starred	$-starred
in	$-in

find	$-find
ms.	B-movie.name
congeniality	I-movie.name

find	$-find
spike	B-director.name
lee	I-director.name
directed	$-directed
movies	$-movies

what	$-what
movies	$-movies
did	$-did
spike	B-director.name
lee	I-director.name
direct	$-direct

movies	$-movies
cecil	B-director.name
b	I-director.name
demille	I-director.name

i	O
want	$-want
to	$-to
see	$-see
a	$-a
comedy	B-movie.genre
in	$-in
spanish	B-movie.language

find	O
films	O

find	O
films	O

find	O
movies	O

in	O
search	O
for	O
movies	O

looking	O
for	O
movies	O

find	O
a	O
movie	O

are	O
there	$-there
movies	$-movies
not	$-not
rated	$-rated
g	B-rating.name

i	O
don	$-don
't	$-'t
want	$-want
any	$-any
g	B-rating.name
rated	O
movies	O

can	$-can
you	$-you
find	$-find
some	$-some
drama	B-movie.genre
movies	O

i	O
'd	O
like	O
to	$-to
watch	$-watch
something	$-something
with	$-with
drama	B-movie.genre

looking	$-looking
for	$-for
a	$-a
drama	B-movie.genre
movie	O

show	O
me	O
a	O
list	$-list
of	$-of
movies	$-movies
in	$-in
english	B-movie.language

show	$-show
me	$-me
english	B-movie.language
movies	O

find	$-find
english	B-movie.language
movies	O

can	O
i	O
get	O
a	O
list	O
of	$-of
movies	$-movies
available	$-available
in	$-in
english	B-movie.language

show	$-show
me	$-me
movies	$-movies
in	$-in
english	B-movie.language

i	O
would	O
like	O
to	$-to
see	$-see
movies	$-movies
in	$-in
english	B-movie.language

movies	$-movies
in	$-in
english	B-movie.language

show	O
me	O
a	O
list	O
of	O
all	$-all
movies	$-movies
made	$-made
in	$-in
the	B-country.name
united	I-country.name
states	I-country.name

what	O
are	O
all	$-all
movies	$-movies
made	$-made
by	$-by
united	B-country.name
states	I-country.name

what	O
movies	O
have	$-have
been	$-been
made	$-made
in	$-in
the	B-country.name
united	I-country.name
states	I-country.name

movies	$-movies
from	$-from
the	B-country.name
us	I-country.name

what	O
are	O
all	O
of	O
the	$-the
movies	$-movies
made	$-made
in	$-in
usa	B-country.name

i	O
want	O
to	O
see	$-see
movies	$-movies
made	$-made
in	$-in
america	B-country.name

show	O
me	O
a	O
list	O
of	O
movies	O
made	O
in	O
america	I-country.name

show	O
me	$-me
movies	$-movies
made	$-made
in	$-in
america	B-country.name

please	O
tell	O
me	O
if	O
you	O
have	$-have
any	$-any
movies	$-movies
from	$-from
the	B-country.name
united	I-country.name
states	I-country.name

movies	$-movies
from	$-from
the	B-country.name
us	I-country.name

please	O
tell	O
me	$-me
about	$-about
movies	$-movies
from	$-from
the	B-country.name
usa	I-country.name

english	B-movie.language
movie	O
list	O

show	$-show
me	$-me
thrillers	B-movie.genre

show	$-show
me	$-me
thrillers	B-movie.genre

show	$-show
me	$-me
comedies	B-movie.genre

looking	$-looking
for	$-for
a	$-a
comedy	B-movie.genre
movie	O

see	$-see
comedy	B-movie.genre

show	$-show
me	$-me
comedy	B-movie.genre
movies	O

show	$-show
me	$-me
funny	B-movie.genre
movies	O

movies	$-movies
that	$-that
have	$-have
comedy	B-movie.genre

can	O
you	O
show	O
me	$-me
a	$-a
list	$-list
of	$-of
scary	B-movie.genre
movies	O

i	O
am	O
in	O
the	$-the
mood	$-mood
for	$-for
a	$-a
horror	B-movie.genre
film	O

looking	$-looking
for	$-for
a	$-a
horror	B-movie.genre
movie	O

search	$-search
for	$-for
horror	B-movie.genre
movies	O

show	$-show
me	$-me
horror	B-movie.genre
movies	O

show	$-show
only	$-only
horror	B-movie.genre
movies	O

show	O
me	$-me
a	$-a
list	$-list
of	$-of
scary	B-movie.genre
movies	O

i	O
want	O
to	O
see	$-see
a	$-a
list	$-list
of	$-of
scary	B-movie.genre
movies	O

funny	$-funny
scary	B-movie.genre
movies	O

movies	O
by	O
producer	O

find	O
movies	O
by	O
producer	O

movies	$-movies
with	$-with
bruce	B-actor.name
willis	I-actor.name

clint	B-actor.name
eastwood	I-actor.name
movies	$-movies

find	$-find
movies	$-movies
from	$-from
canada	B-country.name

get	$-get
me	$-me
canadian	B-country.name
movies	O

show	$-show
me	$-me
movies	$-movies
from	$-from
canada	B-country.name

look	$-look
up	$-up
information	$-information
about	$-about
canadian	B-country.name
movies	O

get	$-get
movies	$-movies
from	$-from
canada	B-country.name

show	O
me	O
a	O
list	O
of	O
any	$-any
movies	$-movies
made	$-made
in	$-in
canada	B-country.name

find	$-find
movies	$-movies
filmed	$-filmed
in	$-in
canada	B-country.name

get	$-get
films	$-films
made	$-made
in	$-in
canada	B-country.name

show	$-show
me	$-me
canadian	B-country.name
films	O

show	$-show
me	$-me
canadian	B-country.name
movies	O

are	$-are
there	$-there
any	$-any
canadian	B-country.name
movies	O

are	$-are
there	$-there
any	$-any
canadian	B-country.name
movies	O

find	$-find
canadian	B-country.name
films	O

what	O
are	$-are
some	$-some
movies	$-movies
made	$-made
outside	B-country.name
the	I-country.name
us	I-country.name

movies	$-movies
from	$-from
germany	B-country.name

i	O
want	O
to	$-to
watch	$-watch
movies	$-movies
from	$-from
germany	B-country.name

display	$-display
movies	$-movies
made	$-made
in	$-in
germany	B-country.name

find	$-find
movies	$-movies
done	$-done
in	$-in
germany	B-country.name

what	O
movies	O
do	O
you	O
have	O
that	$-that
were	$-were
made	$-made
in	$-in
italy	B-country.name

movies	$-movies
from	$-from
italy	B-country.name

does	$-does
italy	B-country.name
make	O
any	O
movies	O

find	$-find
italian	B-country.name
movies	O

italian	B-country.name
films	O

italian	B-country.name
movies	O

show	$-show
me	$-me
italian	B-country.name
movies	O

get	$-get
all	$-all
italian	B-movie.language
language	I-movie.language
movies	$-movies

send	O
me	O
movies	$-movies
that	$-that
are	$-are
in	$-in
italian	B-movie.language

movies	$-movies
with	$-with
italian	B-movie.language
language	I-movie.language

show	$-show
me	$-me
movies	$-movies
in	$-in
italian	B-movie.language

what	$-what
movies	$-movies
are	$-are
in	$-in
italian	B-movie.language

search	$-search
for	$-for
movies	$-movies
in	$-in
italian	B-movie.language

find	$-find
movies	$-movies
in	$-in
italian	B-movie.language

a	$-a
list	$-list
of	$-of
all	$-all
italian	B-movie.language
speaking	I-movie.language
movies	$-movies

give	O
me	O
a	O
list	$-list
of	$-of
movies	$-movies
from	$-from
spain	B-country.name

see	$-see
movies	$-movies
from	$-from
spain	B-country.name

movies	$-movies
from	$-from
spain	B-country.name

movies	$-movies
from	$-from
spain	B-country.name

i	O
want	O
to	$-to
see	$-see
movies	$-movies
from	$-from
spain	B-country.name

movies	$-movies
made	$-made
in	$-in
spain	B-country.name

are	O
there	O
any	$-any
movies	$-movies
made	$-made
in	$-in
spain	B-country.name

bring	$-bring
up	$-up
spanish	B-movie.language
movies	O

can	O
you	$-you
show	$-show
me	$-me
movies	$-movies
spanish	B-movie.language

can	$-can
you	$-you
show	$-show
me	$-me
spanish	B-movie.language
movies	O

find	$-find
spanish	B-movie.language
movies	O

find	$-find
spanish	B-movie.language
movies	O

get	$-get
me	$-me
spanish	B-movie.language
movies	O

I	O
'd	O
like	$-like
a	$-a
list	$-list
of	$-of
spanish	B-movie.language
movies	O

I	O
'd	O
like	$-like
to	$-to
know	$-know
some	$-some
spanish	B-movie.language
movies	O

i	$-i
want	$-want
only	$-only
spanish	B-movie.language
movies	O

i	O
want	$-want
to	$-to
look	$-look
up	$-up
spanish	B-movie.language
movies	O

list	$-list
spanish	B-movie.language
movies	O

list	$-list
spanish	B-movie.language
movies	O

look	$-look
for	$-for
spanish	B-movie.language
movies	O

search	$-search
for	$-for
spanish	B-movie.language
movies	O

search	$-search
for	$-for
spanish	B-movie.language
movies	O

show	$-show
me	$-me
spanish	B-movie.language
movies	O

spanish	B-movie.language
movie	O
listing	O

spanish	B-movie.language
movies	O

find	$-find
romance	B-movie.genre
movies	O

give	O
me	$-me
a	$-a
list	$-list
of	$-of
romance	B-movie.genre
movies	O

find	$-find
me	$-me
romantic	B-movie.genre
movies	O

i	$-i
want	$-want
to	$-to
find	$-find
romantic	B-movie.genre
movies	O

locate	$-locate
romantic	B-movie.genre
movies	O
for	O
me	O

list	O
some	O
movies	$-movies
that	$-that
are	$-are
in	$-in
french	B-movie.language

find	$-find
french	B-movie.language
language	I-movie.language
movies	$-movies

find	$-find
movies	$-movies
in	$-in
french	B-movie.language

find	$-find
movies	$-movies
is	$-is
french	B-movie.language

list	$-list
movies	$-movies
in	$-in
french	B-movie.language

look	$-look
for	$-for
movies	$-movies
in	$-in
french	B-movie.language

search	$-search
for	$-for
movies	$-movies
in	$-in
french	B-movie.language

search	$-search
for	$-for
movies	$-movies
in	$-in
french	B-movie.language

show	O
me	$-me
movies	$-movies
produced	$-produced
in	$-in
french	B-movie.language

show	$-show
movies	$-movies
in	$-in
french	B-movie.language

show	O
only	O
movies	$-movies
that	$-that
are	$-are
in	$-in
french	B-movie.language

find	$-find
french	B-movie.language
language	I-movie.language
movies	$-movies

list	$-list
of	$-of
all	$-all
french	B-movie.language
speaking	I-movie.language
films	$-films

list	$-list
of	$-of
french	B-movie.language
language	I-movie.language
movies	$-movies

show	$-show
me	$-me
movies	$-movies
in	$-in
french	B-movie.language

can	O
you	$-you
list	$-list
movies	$-movies
in	$-in
french	B-movie.language

find	O
all	$-all
films	$-films
showing	$-showing
in	$-in
french	B-movie.language

show	O
me	O
a	O
list	O
of	O
all	O
the	$-the
movies	$-movies
produced	$-produced
by	$-by
william	B-producer.name
packer	I-producer.name

information	O
about	O
movie	O

show	O
me	O
information	O
about	O
movie	O

show	O
me	O
information	O
on	O
movie	O

tell	O
me	O
about	O
movie	O

please	O
show	O
me	O
all	O
of	O
the	$-the
films	$-films
that	$-that
involve	$-involve
